uuid,image_path,scientific_name
a87741cf-0dd0-4774-8d3d-92373d43d368,images-original/a8/a87741cf-0dd0-4774-8d3d-92373d43d368.jpeg,Limenitis arthemis arthemis
2847ebb5-aa50-4c7f-9b49-cfa4ea9b9f98,images-original/28/2847ebb5-aa50-4c7f-9b49-cfa4ea9b9f98.jpeg,Vanessa virginiensis
4f930c45-d673-4d57-8742-bbaea343585e,images-original/4f/4f930c45-d673-4d57-8742-bbaea343585e.jpeg,Limenitis reducta
ddbd812f-c954-46fc-bacf-eb28468f2899,images-original/dd/ddbd812f-c954-46fc-bacf-eb28468f2899.jpeg,Pararge aegeria
142ac30b-1d28-4cc3-b07f-d4fa1cc77e61,images-original/14/142ac30b-1d28-4cc3-b07f-d4fa1cc77e61.jpeg,Dione vanillae
7a17606d-8cea-4c19-8147-f18f6faae4e4,images-original/7a/7a17606d-8cea-4c19-8147-f18f6faae4e4.jpg,Dione vanillae
634ce057-dd60-4013-8025-5e3c9737e923,images-original/63/634ce057-dd60-4013-8025-5e3c9737e923.jpg,Vanessa carye
8550c9ef-408b-4c9b-903d-37587219a6da,images-original/85/8550c9ef-408b-4c9b-903d-37587219a6da.jpeg,Vanessa atalanta
8ac999f1-2262-4369-9245-f5c8382968d8,images-original/8a/8ac999f1-2262-4369-9245-f5c8382968d8.jpeg,Vanessa carye
57bc99f8-d7bc-4c85-b483-392f7a5f6c7f,images-original/57/57bc99f8-d7bc-4c85-b483-392f7a5f6c7f.jpg,Vanessa atalanta
e6c564b1-b0e4-462f-84d9-aa402d9dbba4,images-original/e6/e6c564b1-b0e4-462f-84d9-aa402d9dbba4.jpg,Vanessa carye
9bff60a7-8e0f-4b7f-aae9-2159a3787106,images-original/9b/9bff60a7-8e0f-4b7f-aae9-2159a3787106.jpg,Limenitis arthemis arthemis
23bfb3d3-93b1-4e70-8730-fa6287cbefa6,images-original/23/23bfb3d3-93b1-4e70-8730-fa6287cbefa6.jpeg,Limenitis arthemis astyanax
7c3967a9-8daf-4b49-a35a-01bc354d31cd,images-original/7c/7c3967a9-8daf-4b49-a35a-01bc354d31cd.jpeg,Lasiommata megera
c032e2fb-0300-41f1-a5c3-1c0472df521a,images-original/c0/c032e2fb-0300-41f1-a5c3-1c0472df521a.jpeg,Danaus plexippus
525fe7ab-20a1-4be3-a964-bcea891dd910,images-original/52/525fe7ab-20a1-4be3-a964-bcea891dd910.jpg,Nymphalis antiopa
fdf3be34-ce1e-40a6-a4a0-36b9564c2950,images-original/fd/fdf3be34-ce1e-40a6-a4a0-36b9564c2950.jpeg,Vanessa cardui
48448ffb-4d20-4f16-a596-b6bc8e1376a5,images-original/48/48448ffb-4d20-4f16-a596-b6bc8e1376a5.jpeg,Danaus gilippus
28386435-b4ee-4028-8cfc-87de226c8896,images-original/28/28386435-b4ee-4028-8cfc-87de226c8896.jpeg,Limenitis archippus
75883914-af54-4519-ad32-00b61bb02b16,images-original/75/75883914-af54-4519-ad32-00b61bb02b16.jpeg,Dione moneta
15eba2c4-afb6-4fc6-8427-6b4acb99d33c,images-original/15/15eba2c4-afb6-4fc6-8427-6b4acb99d33c.jpg,Danaus gilippus
8d69c9a8-af96-4a3c-b1cf-2c2a492708d9,images-original/8d/8d69c9a8-af96-4a3c-b1cf-2c2a492708d9.jpeg,Lasiommata megera
13b935e5-d4db-4328-9ed4-5c9467c09427,images-original/13/13b935e5-d4db-4328-9ed4-5c9467c09427.jpeg,Danaus plexippus
60a01e51-75d3-4d8a-97f6-5825e9117de6,images-original/60/60a01e51-75d3-4d8a-97f6-5825e9117de6.jpg,Danaus plexippus
319d7148-da31-4ec7-97d7-e80f838b4c70,images-original/31/319d7148-da31-4ec7-97d7-e80f838b4c70.jpeg,Nymphalis antiopa
9e180f2b-76a3-474a-8920-89f027264bfb,images-original/9e/9e180f2b-76a3-474a-8920-89f027264bfb.jpeg,Pararge aegeria
c82838d6-bf7d-440c-b2da-2a6af54a2c2a,images-original/c8/c82838d6-bf7d-440c-b2da-2a6af54a2c2a.jpg,Vanessa virginiensis
9895432f-dd20-451f-afe3-87d70c070ff9,images-original/98/9895432f-dd20-451f-afe3-87d70c070ff9.jpeg,Dione vanillae
0910f1a1-7414-4309-8bf0-56f4cf34faa6,images-original/09/0910f1a1-7414-4309-8bf0-56f4cf34faa6.jpeg,Aglais urticae
05eb7812-c497-411c-84df-ffbdcf8de181,images-original/05/05eb7812-c497-411c-84df-ffbdcf8de181.jpeg,Aglais io
e58f6c4a-ac11-4b41-8729-1b2ded652f2a,images-original/e5/e58f6c4a-ac11-4b41-8729-1b2ded652f2a.jpg,Danaus plexippus
257935db-2130-40fe-b22b-44d66af1663c,images-original/25/257935db-2130-40fe-b22b-44d66af1663c.jpeg,Vanessa cardui
a0e3ff99-63e5-4982-afee-94901ead26dd,images-original/a0/a0e3ff99-63e5-4982-afee-94901ead26dd.jpg,Limenitis arthemis astyanax
0847dd75-11f4-42e7-9929-a907229b9b14,images-original/08/0847dd75-11f4-42e7-9929-a907229b9b14.jpeg,Aglais io
6bcdfafd-0c22-42f7-ae9f-83ccbf1152eb,images-original/6b/6bcdfafd-0c22-42f7-ae9f-83ccbf1152eb.jpg,Danaus plexippus
94f99cd7-bd8e-4b70-abc8-c89a572e80d3,images-original/94/94f99cd7-bd8e-4b70-abc8-c89a572e80d3.jpeg,Vanessa cardui
c68de028-f164-4c7f-8180-4df8ccb809f7,images-original/c6/c68de028-f164-4c7f-8180-4df8ccb809f7.jpg,Danaus plexippus
48b7277f-8928-499b-a3ad-533cd5acfa06,images-original/48/48b7277f-8928-499b-a3ad-533cd5acfa06.jpeg,Dione juno huascuma
3ffeb841-522c-4d10-b8bc-dff60a5dceed,images-original/3f/3ffeb841-522c-4d10-b8bc-dff60a5dceed.jpeg,Danaus plexippus
ec491ac1-5e15-4d45-9dbc-6b644e1f305a,images-original/ec/ec491ac1-5e15-4d45-9dbc-6b644e1f305a.jpg,Vanessa atalanta
96be9076-9c18-4bdb-a56c-c9352dd8f27f,images-original/96/96be9076-9c18-4bdb-a56c-c9352dd8f27f.jpeg,Dione vanillae
d9ee1437-2eaa-4c2d-b058-a15b771b4a3e,images-original/d9/d9ee1437-2eaa-4c2d-b058-a15b771b4a3e.jpg,Pararge aegeria
72445832-702e-41ca-aa30-1da6ce595dc8,images-original/72/72445832-702e-41ca-aa30-1da6ce595dc8.jpeg,Limenitis arthemis astyanax
0a608b77-bcff-4034-aac8-f2bbea491adf,images-original/0a/0a608b77-bcff-4034-aac8-f2bbea491adf.jpeg,Aglais io
992d9143-a792-4fc7-b6ab-ed423b988f1f,images-original/99/992d9143-a792-4fc7-b6ab-ed423b988f1f.jpeg,Vanessa cardui
aec2f5a8-38a2-4124-8cf6-f4c73b7d2216,images-original/ae/aec2f5a8-38a2-4124-8cf6-f4c73b7d2216.jpeg,Vanessa atalanta
658fba2c-2fd3-479d-9f46-f5a27fcd39e5,images-original/65/658fba2c-2fd3-479d-9f46-f5a27fcd39e5.jpeg,Danaus eresimus
06274f51-96c6-4d8e-aa53-bc0017d73dd0,images-original/06/06274f51-96c6-4d8e-aa53-bc0017d73dd0.jpeg,Limenitis reducta
e106ce63-a365-41e0-9e5a-6948e85b7498,images-original/e1/e106ce63-a365-41e0-9e5a-6948e85b7498.jpg,Dione vanillae
76bb9c8e-d61f-4d9b-b4c8-59daec878da6,images-original/76/76bb9c8e-d61f-4d9b-b4c8-59daec878da6.jpg,Vanessa virginiensis
af38bce7-6718-4dd0-b949-87973bff0acc,images-original/af/af38bce7-6718-4dd0-b949-87973bff0acc.jpg,Danaus plexippus
9b64d4c5-5fb9-45d2-9b1b-1ebc3f69bc46,images-original/9b/9b64d4c5-5fb9-45d2-9b1b-1ebc3f69bc46.jpeg,Danaus plexippus
1be8b657-813b-4c7d-acf7-227f6b2ae599,images-original/1b/1be8b657-813b-4c7d-acf7-227f6b2ae599.jpeg,Danaus plexippus
28f6fcc4-d862-43a2-a49f-2a300a15cbe6,images-original/28/28f6fcc4-d862-43a2-a49f-2a300a15cbe6.jpeg,Vanessa virginiensis
a31c81ef-e1ba-42dd-94bd-9e072f69fb0d,images-original/a3/a31c81ef-e1ba-42dd-94bd-9e072f69fb0d.jpeg,Limenitis arthemis astyanax
c09cccae-aa5a-4a90-95a8-4316ea9d31d0,images-original/c0/c09cccae-aa5a-4a90-95a8-4316ea9d31d0.jpeg,Dione vanillae
f20a2355-8399-4083-837c-406efa5c42a9,images-original/f2/f20a2355-8399-4083-837c-406efa5c42a9.jpeg,Danaus plexippus
98457a55-dc4b-4f17-aa90-0023ee5832d1,images-original/98/98457a55-dc4b-4f17-aa90-0023ee5832d1.jpeg,Vanessa atalanta
2661f548-6628-4433-b440-3490ea1e1a9c,images-original/26/2661f548-6628-4433-b440-3490ea1e1a9c.jpeg,Danaus gilippus
ba15475c-900c-4e89-a278-cbaec7ce0cf9,images-original/ba/ba15475c-900c-4e89-a278-cbaec7ce0cf9.jpg,Aglais io
bd1b6c5e-bfe1-4e24-85ea-3045aefc8660,images-original/bd/bd1b6c5e-bfe1-4e24-85ea-3045aefc8660.jpg,Danaus gilippus
4fc00981-d5c3-45f9-b3e7-25391a21e643,images-original/4f/4fc00981-d5c3-45f9-b3e7-25391a21e643.jpeg,Vanessa atalanta
02c4c853-97b0-4a19-ab8a-7e1a4f2515f5,images-original/02/02c4c853-97b0-4a19-ab8a-7e1a4f2515f5.jpeg,Dione vanillae
58876a92-bcda-472b-a167-ba4da1b5d574,images-original/58/58876a92-bcda-472b-a167-ba4da1b5d574.jpeg,Vanessa atalanta
a5bc5c91-cbfc-45d6-9d57-5a01c0dd58b7,images-original/a5/a5bc5c91-cbfc-45d6-9d57-5a01c0dd58b7.jpeg,Vanessa atalanta
fc861cb1-71e9-4943-8198-2454a492c4d2,images-original/fc/fc861cb1-71e9-4943-8198-2454a492c4d2.jpeg,Pararge aegeria
bba1afc2-35a9-42ac-ab50-d041e58b4cb6,images-original/bb/bba1afc2-35a9-42ac-ab50-d041e58b4cb6.jpeg,Danaus plexippus
8b12be73-4a23-4118-a00c-30dc5f8bec2c,images-original/8b/8b12be73-4a23-4118-a00c-30dc5f8bec2c.jpeg,Aglais io
66c1eb04-eaf1-407e-910d-60cbf4285fd7,images-original/66/66c1eb04-eaf1-407e-910d-60cbf4285fd7.jpg,Limenitis arthemis astyanax
f564c6e0-d37f-4aa9-b3fd-4d5effbf3704,images-original/f5/f564c6e0-d37f-4aa9-b3fd-4d5effbf3704.jpeg,Danaus plexippus
3161071b-b1d2-4ecf-a7ca-d2551c3ee905,images-original/31/3161071b-b1d2-4ecf-a7ca-d2551c3ee905.jpeg,Danaus plexippus
123c2ac2-9a65-47f9-9860-48a8d34c9859,images-original/12/123c2ac2-9a65-47f9-9860-48a8d34c9859.jpg,Limenitis reducta
f25278e6-0c85-4f14-807a-6912ac3067cc,images-original/f2/f25278e6-0c85-4f14-807a-6912ac3067cc.jpeg,Danaus plexippus
2a29848b-0f30-4ad1-95ce-e93786d7a344,images-original/2a/2a29848b-0f30-4ad1-95ce-e93786d7a344.jpeg,Pararge aegeria
f80f4356-5c43-4d44-b943-552cf9008415,images-original/f8/f80f4356-5c43-4d44-b943-552cf9008415.jpeg,Dione vanillae
36cd8536-2350-4128-8a6f-66c0713a447c,images-original/36/36cd8536-2350-4128-8a6f-66c0713a447c.jpeg,Dione vanillae
b3802195-1425-4391-824e-b95b3eb726d4,images-original/b3/b3802195-1425-4391-824e-b95b3eb726d4.jpeg,Vanessa atalanta
a365f5b5-ca7b-448b-afa0-a31d30992aea,images-original/a3/a365f5b5-ca7b-448b-afa0-a31d30992aea.jpeg,Vanessa atalanta
6f9a5aed-e7a7-4eb2-930b-9a5ea78e6461,images-original/6f/6f9a5aed-e7a7-4eb2-930b-9a5ea78e6461.jpeg,Dione glycera
79738f87-839b-4acb-9b99-b3eb6835b4e5,images-original/79/79738f87-839b-4acb-9b99-b3eb6835b4e5.jpg,Vanessa atalanta
d4bbe691-ee00-4d84-b7fc-9b9d17fbcbec,images-original/d4/d4bbe691-ee00-4d84-b7fc-9b9d17fbcbec.jpeg,Limenitis arthemis astyanax
d69e1dd8-51de-4a0a-96bf-66cdc956760f,images-original/d6/d69e1dd8-51de-4a0a-96bf-66cdc956760f.jpeg,Vanessa virginiensis
93e50996-34e4-4f73-968d-072c3202e25d,images-original/93/93e50996-34e4-4f73-968d-072c3202e25d.jpeg,Limenitis lorquini
217884d7-c8de-40f4-b861-d8d270aaf3e8,images-original/21/217884d7-c8de-40f4-b861-d8d270aaf3e8.jpg,Danaus chrysippus
c59c4235-768b-43dc-80ed-87e4e05b496a,images-original/c5/c59c4235-768b-43dc-80ed-87e4e05b496a.jpeg,Danaus plexippus
3f71394e-8fec-4c1f-b194-0dcc5dde819e,images-original/3f/3f71394e-8fec-4c1f-b194-0dcc5dde819e.jpg,Nymphalis antiopa
f1b4585a-0fbd-4ad8-8edc-9d8b45968f70,images-original/f1/f1b4585a-0fbd-4ad8-8edc-9d8b45968f70.jpeg,Danaus plexippus
0a30aadc-92b5-4997-8277-43b7f62f4173,images-original/0a/0a30aadc-92b5-4997-8277-43b7f62f4173.jpeg,Vanessa cardui
03bd837b-aaa6-498e-9f0e-8a6409b44cf2,images-original/03/03bd837b-aaa6-498e-9f0e-8a6409b44cf2.jpg,Vanessa virginiensis
80406887-e2bb-488f-84c9-d51c34c999c4,images-original/80/80406887-e2bb-488f-84c9-d51c34c999c4.jpeg,Vanessa atalanta
f9a9901c-2b0e-4fdd-8f25-751537e07aa6,images-original/f9/f9a9901c-2b0e-4fdd-8f25-751537e07aa6.jpeg,Dione moneta
022f33a1-e255-44ff-8834-3b1b30493344,images-original/02/022f33a1-e255-44ff-8834-3b1b30493344.jpeg,Pararge aegeria
24290662-4cba-4613-a0b3-0570f438d7d5,images-original/24/24290662-4cba-4613-a0b3-0570f438d7d5.jpeg,Vanessa atalanta
37473dd2-2692-4af5-b7b2-a87c6d8d684e,images-original/37/37473dd2-2692-4af5-b7b2-a87c6d8d684e.jpg,Danaus plexippus
b9191ee7-81df-438d-abd4-38bb935e9605,images-original/b9/b9191ee7-81df-438d-abd4-38bb935e9605.jpeg,Vanessa atalanta
6584d5b1-aa2b-43f3-a721-afb19db18330,images-original/65/6584d5b1-aa2b-43f3-a721-afb19db18330.jpeg,Danaus plexippus
24faa346-e516-4f22-971a-1d227afdc9c6,images-original/24/24faa346-e516-4f22-971a-1d227afdc9c6.jpeg,Limenitis arthemis arthemis
605e3c4a-0c4f-4e4e-8765-a643a46a53f2,images-original/60/605e3c4a-0c4f-4e4e-8765-a643a46a53f2.jpg,Vanessa atalanta
bf5d8cdb-876f-4576-b0b0-f117a86defcf,images-original/bf/bf5d8cdb-876f-4576-b0b0-f117a86defcf.jpeg,Dione vanillae
609f1ae4-85cb-45ef-a2c9-139dfc8241bc,images-original/60/609f1ae4-85cb-45ef-a2c9-139dfc8241bc.jpg,Vanessa cardui
35544cc4-05a7-4ccb-90d9-e4c6342648fd,images-original/35/35544cc4-05a7-4ccb-90d9-e4c6342648fd.jpeg,Vanessa atalanta
a7d7a892-120f-4229-aa4d-77631948f288,images-original/a7/a7d7a892-120f-4229-aa4d-77631948f288.jpeg,Dione vanillae
f6f70c7a-74a4-420e-b25d-fc5bcc1dbc18,images-original/f6/f6f70c7a-74a4-420e-b25d-fc5bcc1dbc18.jpg,Vanessa cardui
b7135cc6-fb05-43ef-93ae-e181f0a73985,images-original/b7/b7135cc6-fb05-43ef-93ae-e181f0a73985.jpeg,Vanessa cardui
e93b9317-ea98-4550-8ee3-64eafed5be23,images-original/e9/e93b9317-ea98-4550-8ee3-64eafed5be23.jpeg,Dione vanillae
a09db1b7-68cd-4b07-8c18-db1b25508437,images-original/a0/a09db1b7-68cd-4b07-8c18-db1b25508437.jpeg,Aglais io
ecb89b30-75f1-4f19-b6af-813da557d6e2,images-original/ec/ecb89b30-75f1-4f19-b6af-813da557d6e2.jpg,Limenitis arthemis arthemis
dd736483-0599-463e-aedc-355846d2061c,images-original/dd/dd736483-0599-463e-aedc-355846d2061c.jpeg,Vanessa atalanta rubria
a3e9e0dd-7996-464c-aaa1-680af428073b,images-original/a3/a3e9e0dd-7996-464c-aaa1-680af428073b.jpg,Limenitis lorquini
bd9bbc5d-c911-43f1-afe8-eb76d2f9d560,images-original/bd/bd9bbc5d-c911-43f1-afe8-eb76d2f9d560.jpeg,Danaus plexippus
ebfd7bfc-c456-40dd-a8c0-5b366b73f682,images-original/eb/ebfd7bfc-c456-40dd-a8c0-5b366b73f682.jpeg,Nymphalis antiopa
f70cecd5-e49b-43d5-a2cf-cd9c1e332079,images-original/f7/f70cecd5-e49b-43d5-a2cf-cd9c1e332079.jpg,Vanessa virginiensis
931f6768-759d-4cf0-9532-5a435c71a709,images-original/93/931f6768-759d-4cf0-9532-5a435c71a709.jpg,Pararge aegeria
eb7ba68b-318b-414d-9ea3-474878d3be7f,images-original/eb/eb7ba68b-318b-414d-9ea3-474878d3be7f.jpg,Danaus plexippus
6dd10fc6-8124-461c-ba0b-3272f7b698e9,images-original/6d/6dd10fc6-8124-461c-ba0b-3272f7b698e9.jpg,Limenitis
b67ff75f-ae8d-4743-ab6d-68cf40629c4a,images-original/b6/b67ff75f-ae8d-4743-ab6d-68cf40629c4a.jpg,Vanessa atalanta
a2dabd6e-cc25-4347-aded-5951ea318add,images-original/a2/a2dabd6e-cc25-4347-aded-5951ea318add.jpeg,Danaus plexippus
1530111c-c2f4-4fc3-be2a-101a68e6b813,images-original/15/1530111c-c2f4-4fc3-be2a-101a68e6b813.jpeg,Pararge aegeria
ea945c73-cc2f-4ec6-9edc-37ce43ed36e8,images-original/ea/ea945c73-cc2f-4ec6-9edc-37ce43ed36e8.jpeg,Nymphalis antiopa
c6470c3e-c5ba-4069-9a35-f41669d77081,images-original/c6/c6470c3e-c5ba-4069-9a35-f41669d77081.jpg,Limenitis arthemis astyanax
66821336-a23e-42cc-843c-3c9091f7f2e7,images-original/66/66821336-a23e-42cc-843c-3c9091f7f2e7.jpeg,Danaus plexippus
c06eab59-d04d-412a-af8a-bbded7cf3b52,images-original/c0/c06eab59-d04d-412a-af8a-bbded7cf3b52.jpeg,Dione glycera
74cbce3c-17fd-4d4f-9afc-daef33a5649e,images-original/74/74cbce3c-17fd-4d4f-9afc-daef33a5649e.jpeg,Limenitis arthemis arthemis
58c72e03-13cf-41a9-ae79-720d13483eb2,images-original/58/58c72e03-13cf-41a9-ae79-720d13483eb2.jpg,Limenitis archippus
a9dd094f-7ec6-44d6-b84e-ac32c957d309,images-original/a9/a9dd094f-7ec6-44d6-b84e-ac32c957d309.jpeg,Vanessa atalanta
fb670e4a-3a6a-465c-b027-91f9a677e8e5,images-original/fb/fb670e4a-3a6a-465c-b027-91f9a677e8e5.jpeg,Vanessa virginiensis
6ca7d2eb-ff91-475d-a77c-2f3fcf8efe95,images-original/6c/6ca7d2eb-ff91-475d-a77c-2f3fcf8efe95.jpeg,Danaus plexippus
cd21808d-1e76-402c-aa98-2932dc501349,images-original/cd/cd21808d-1e76-402c-aa98-2932dc501349.jpeg,Pararge aegeria
9700a3ce-e074-4217-8f34-7ef782c0eec3,images-original/97/9700a3ce-e074-4217-8f34-7ef782c0eec3.jpeg,Danaus plexippus
d747d519-9394-4113-93d4-e7c0abf20d9d,images-original/d7/d747d519-9394-4113-93d4-e7c0abf20d9d.jpeg,Dione vanillae
cf409bdb-d37c-4b5b-83a6-bc14ae10ff1d,images-original/cf/cf409bdb-d37c-4b5b-83a6-bc14ae10ff1d.jpg,Vanessa virginiensis
815e4cbd-7005-4c1e-bee9-d7d3fc9b71c6,images-original/81/815e4cbd-7005-4c1e-bee9-d7d3fc9b71c6.jpg,Vanessa cardui
a2726ae2-7a6c-47c6-b905-fc3661d55a4f,images-original/a2/a2726ae2-7a6c-47c6-b905-fc3661d55a4f.jpeg,Danaus plexippus
a0f9ddfb-c286-43c7-8d65-e2939845c9d8,images-original/a0/a0f9ddfb-c286-43c7-8d65-e2939845c9d8.jpg,Nymphalis antiopa
7033ea3e-b316-4d24-9a00-81083da300ec,images-original/70/7033ea3e-b316-4d24-9a00-81083da300ec.jpeg,Nymphalis antiopa
00cec577-6f95-43fd-a746-4b6966049478,images-original/00/00cec577-6f95-43fd-a746-4b6966049478.jpeg,Dione vanillae
eea1610e-19a2-414c-95f1-6576e274427a,images-original/ee/eea1610e-19a2-414c-95f1-6576e274427a.jpeg,Nymphalis antiopa
683b3b64-d0d9-49ce-a1f9-3d3771a41652,images-original/68/683b3b64-d0d9-49ce-a1f9-3d3771a41652.jpeg,Dione vanillae
a3952907-3bcf-4651-8a42-04513cec47e6,images-original/a3/a3952907-3bcf-4651-8a42-04513cec47e6.jpg,Danaus plexippus
1a34320e-d201-4522-84db-1ef45639f25b,images-original/1a/1a34320e-d201-4522-84db-1ef45639f25b.jpg,Aglais urticae
e15d3f48-7a1f-4db1-bbef-227279059683,images-original/e1/e15d3f48-7a1f-4db1-bbef-227279059683.jpeg,Aglais io
4fb91861-bdbd-4bae-bd46-900d18cde38e,images-original/4f/4fb91861-bdbd-4bae-bd46-900d18cde38e.jpeg,Danaus chrysippus
5c6dc907-717f-4b35-bacd-bf56ec7c1894,images-original/5c/5c6dc907-717f-4b35-bacd-bf56ec7c1894.jpg,Aglais urticae
acdd16ec-e27f-4a58-a582-eff93e6e4a22,images-original/ac/acdd16ec-e27f-4a58-a582-eff93e6e4a22.jpeg,Danaus plexippus
015eb2bf-2f93-4278-a820-ba1c0a026fd4,images-original/01/015eb2bf-2f93-4278-a820-ba1c0a026fd4.jpeg,Dione vanillae
2fc53070-e941-4aef-852e-a0d51e41a462,images-original/2f/2fc53070-e941-4aef-852e-a0d51e41a462.jpg,Vanessa atalanta
d3220f42-4b7a-4ffa-861a-03bc881382e2,images-original/d3/d3220f42-4b7a-4ffa-861a-03bc881382e2.jpeg,Aglais io
203a63a1-fed6-422a-81cc-9a317c42cb41,images-original/20/203a63a1-fed6-422a-81cc-9a317c42cb41.jpeg,Aglais io io
2c0acf3c-bd0c-4cdb-9d8b-268760dfca17,images-original/2c/2c0acf3c-bd0c-4cdb-9d8b-268760dfca17.jpg,Pararge aegeria
9b0b53b7-b429-459d-b55e-f45bbec043a7,images-original/9b/9b0b53b7-b429-459d-b55e-f45bbec043a7.jpeg,Danaus plexippus
3aa6082c-cde6-4e18-a897-bb536dc833e6,images-original/3a/3aa6082c-cde6-4e18-a897-bb536dc833e6.jpg,Nymphalis antiopa
523ab0d0-97ad-452a-ba4c-6d3b8ed0310d,images-original/52/523ab0d0-97ad-452a-ba4c-6d3b8ed0310d.jpg,Pararge aegeria
699fa88d-5b66-4983-a09c-ce6a5c12e652,images-original/69/699fa88d-5b66-4983-a09c-ce6a5c12e652.jpeg,Aglais io
4558cd7a-225d-4386-9c01-0006955da838,images-original/45/4558cd7a-225d-4386-9c01-0006955da838.jpg,Nymphalis polychloros
89dba6ae-3665-4383-a9ea-a4e4d2322b74,images-original/89/89dba6ae-3665-4383-a9ea-a4e4d2322b74.jpeg,Vanessa atalanta
3830f8a3-0fed-4d44-8cdf-d1816380f453,images-original/38/3830f8a3-0fed-4d44-8cdf-d1816380f453.jpg,Vanessa atalanta
70741369-531d-46cf-833e-1e04e1362a3b,images-original/70/70741369-531d-46cf-833e-1e04e1362a3b.jpeg,Dione vanillae
187979d1-3285-4161-8e20-528c1bb722af,images-original/18/187979d1-3285-4161-8e20-528c1bb722af.jpeg,Vanessa atalanta
a4440e38-2ea7-43d9-9ee4-eb156ea1970f,images-original/a4/a4440e38-2ea7-43d9-9ee4-eb156ea1970f.jpeg,Aglais io
c3dcc124-1006-4796-a58d-0370af94886d,images-original/c3/c3dcc124-1006-4796-a58d-0370af94886d.jpeg,Danaus plexippus
c21d254c-e359-483a-90da-76711c11cb15,images-original/c2/c21d254c-e359-483a-90da-76711c11cb15.jpeg,Limenitis camilla
252c0057-9ce1-4130-8994-90a013302ba6,images-original/25/252c0057-9ce1-4130-8994-90a013302ba6.jpg,Vanessa atalanta
6d499c0e-fdd2-49a6-8434-69c81dabc044,images-original/6d/6d499c0e-fdd2-49a6-8434-69c81dabc044.jpg,Vanessa atalanta
2d967788-b108-4a5c-acc1-2da6237fce3b,images-original/2d/2d967788-b108-4a5c-acc1-2da6237fce3b.jpeg,Vanessa carye
d3c3d58c-a78e-4a3b-8012-d888ebbd0e66,images-original/d3/d3c3d58c-a78e-4a3b-8012-d888ebbd0e66.jpeg,Aglais milberti
